C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S0_proc_SuporteTecnicoDS_Estruturado.json - _0_0_0_0_2_0
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4724_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4725_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4726_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4727_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4728_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4729_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4730_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4731_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4732_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4733_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4734_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4735_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4736_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4737_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4738_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4739_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4740_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4741_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4742_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4743_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4744_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4745_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4746_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4747_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4748_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4749_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4750_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4751_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4752_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4753_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4754_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4755_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4756_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4757_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4758_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4759_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4760_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4761_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4762_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4763_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4764_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4765_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4766_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4767_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4768_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4769_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4770_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4771_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4772_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4773_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4774_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4775_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4776_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4777_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4778_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4779_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4780_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4781_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4782_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4783_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4784_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4785_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4786_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4787_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4788_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4789_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4790_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4791_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4792_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4793_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4794_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4795_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4796_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4797_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4798_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4799_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4800_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4801_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4802_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4803_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4804_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4805_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4806_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4807_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4808_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4809_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4810_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4811_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4812_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4813_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4814_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4815_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4816_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4817_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4818_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4819_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4820_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4821_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4822_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4823_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4824_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4825_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4826_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4827_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4828_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4829_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4830_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4831_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4832_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4833_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4834_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4835_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4836_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4837_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4838_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4839_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4840_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4841_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4842_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4843_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4844_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4845_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4846_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4847_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4848_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4849_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4850_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4851_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4852_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4853_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4854_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4855_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4856_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\proc_SuporteTecnicoDS_Estruturado\S4857_proc_SuporteTecnicoDS_Estruturado.json - GENERATION FAIL
